path,speaker_id
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3814/2564/3814_2564_000001.wav,3814
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10670/10668/10670_10668_000000-0003.wav,10670
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10670/10668/10670_10668_000000-0001.wav,10670
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10670/10668/10670_10668_000000-0002.wav,10670
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10670/10668/10670_10668_000000-0004.wav,10670
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3369/2564/3369_2564_000000.wav,3369
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3369/2564/3369_2564_000002.wav,3369
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/5705/4811/5705_4811_000004-0001.wav,5705
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/5705/4811/5705_4811_000004-0003.wav,5705
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/5705/4811/5705_4811_000004-0002.wav,5705
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/5705/4744/5705_4744_000002.wav,5705
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/5705/4744/5705_4744_000001.wav,5705
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000003-0001.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000018-0001.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000021.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000003-0002.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000027.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000018-0002.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000010.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000000-0001.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000014-0001.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2959/2564/2959_2564_000008-0002.wav,2959
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000065-0001.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000089-0002.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000090-0002.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000077-0002.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000099-0002.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000120-0001.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000074-0002.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000020-0001.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000090-0001.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/2961/13396/2961_13396_000060-0002.wav,2961
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3976/2564/3976_2564_000004-0001.wav,3976
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3976/2564/3976_2564_000003-0001.wav,3976
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3976/2564/3976_2564_000004-0002.wav,3976
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3976/2564/3976_2564_000002.wav,3976
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3976/2564/3976_2564_000003-0003.wav,3976
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3976/2564/3976_2564_000000.wav,3976
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/3976/2564/3976_2564_000003-0002.wav,3976
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10199/6390/10199_6390_000005.wav,10199
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10199/6390/10199_6390_000014-0001.wav,10199
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10199/6390/10199_6390_000004.wav,10199
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10199/6390/10199_6390_000021-0002.wav,10199
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10199/6390/10199_6390_000020.wav,10199
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10199/6390/10199_6390_000021-0001.wav,10199
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10199/6390/10199_6390_000014-0002.wav,10199
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10199/6390/10199_6390_000013.wav,10199
/workspace_cros2025/cml_tts_dataset_portuguese_v0.1/train/audio/10199/6390/10199_6390_000010.wav,10199
